key,en,pt,es,zh-tw,ko,zh-cn,zh-hk
DOWNLOADING_HELP_TEXT,"Your Quest
-------------------------------

By modifying ""python/challenge.py"", ""node/challenge.js"", ""go/challenge.go"", or using gsutil
directly, download the image we've hidden in $BUCKET_NAME. Using ""print-png"",
view the image, and type ""answer"" when you're ready to tell us what it is.

Hit the ""Check"" button when you are done.

Coding Your Solution
-------------------------------

If you run 'ls', you will see folders for each supported language; currently
python, node (JavaScript), and go.

Once you're ready to write some code, use vim, nano, or emacs to edit the
challenge file in one of these directories, then use the given interpreter
to execute it.

Using gsutil
-------------------------------

You will also find the gsutil utility installed, and the environment variable
$BUCKET_NAME set. Run ""gsutil --help"" for information about this command.","Sua Quest
-------------------------------

Faça o download da imagem que salvamos em $BUCKET_NAME modificando ""python/challenge.py"", ""node/challenge.js"" ou ""go/challenge.go"" ou usando o gsutil diretamente. Visualize a imagem
por meio do ""print-png"" e digite ""answer"" quando souber o que ela mostra.

Pressione o botão ""Check"" quando terminar.

Codificar sua solução
-------------------------------

Se você executar o comando 'ls', verá pastas para cada linguagem compatível, que no momento são as seguintes:
Python, Node (JavaScript) e Go.

Quando estiver pronto para escrever algum código, use o Vim, o Nano ou o Emacs a fim de editar o arquivo de desafio em um desses diretórios e depois use o interpretador específico para executá-lo.

Usar o gsutil
-------------------------------

Você também encontrará o utilitário do gsutil instalado e o conjunto $BUCKET_NAME da variável de ambiente. Execute o comando ""gsutil --help"" para ver mais informações sobre ele.","Tu Quest
-------------------------------

Modifica ""python/challenge.py"", ""node/challenge.js"" o ""go/challenge.go"", o bien utiliza gsutil directamente, para descargar la imagen que hemos escondido en $BUCKET_NAME. Utiliza ""print-png"", visualiza la imagen y escribe ""answer"" cuando creas que sabes la respuesta.

Pulsa el botón ""Check"" (Comprobar) cuando termines.

Programar la solución
-------------------------------

Si ejecutas ""ls"", verás las carpetas de cada lenguaje admitido: Python, Node (JavaScript) y Go.

Cuando tengas todo listo para empezar a escribir código, utiliza Vim, Nano o Emacs para editar el archivo del ejercicio en uno de estos directorios. Después, utiliza el intérprete correspondiente para ejecutarlo.

Utilizar gsutil
-------------------------------

También encontrarás la herramienta gsutil instalada y la variable de entorno $BUCKET_NAME configurada. Ejecuta ""gsutil --help"" para obtener más información sobre este comando.","請嘗試執行以下指令：

    gcloud ml vision detect-labels doggo1.png --max-results=6

然後尋找描述狗品種的「說明」中的第一個值。請務必選擇具有最高「分數」值的品種！","퀘스트
-------------------------------

'python/challenge.py', 'node/challenge.js', 'go/challenge.go'를 수정하거나 gsutil을 직접
사용하여 $BUCKET_NAME에 숨겨진 이미지를 다운로드하세요. 'print-png'를 사용해서
이미지를 확인하고 정답을 입력할 준비가 되면 'answer'를 입력하세요.

완료되었으면 'Check' 버튼을 누르세요.

솔루션 코드 작성
-------------------------------

'ls'를 실행하면 지원되는 각 언어(현재까지 Python, Node(자바스크립트), Go)에 대한 폴더가 표시됩니다.

코드를 작성할 준비가 되었으면 vim, nano, emacs를 사용하여
해당 디렉터리 중 하나에서 도전과제 파일을 수정하고, 제공된 인터프리터를
사용하여 실행하세요.

gsutil 사용
-------------------------------

또한 gsutil 유틸리티가 설치되고 환경 변수 $BUCKET_NAME이 설정된 것을 확인할 수 있습니다. 이 명령어에 대한 자세한 내용을 보려면 'gsutil --help'를 실행하세요.",// 经过身份验证的 Storage API 客户端。,"任務
-------------------------------

修改「python/challenge.py」、「node/challenge.js」、「go/challenge.go」，或直接使用 gsutil，下載我們隱藏於 $BUCKET_NAME 的圖片。使用「print-png」查看圖片，並在準備好後輸入「答案」，告訴我們圖片中的是什麽。

完成後按一下「勾選」按鈕。

編寫解決方案
-------------------------------

如您執行「ls」，您將看到各支援語言的資料夾；目前為
python、node (JavaScript) 和 go。

準備好編寫程式碼後，使用 vim、nano 或 emacs 編輯其中一個目錄中的挑戰檔案，再使用系統提供的解讀器執行。

使用 gsutil
-------------------------------

您亦將看到系統已安裝 gsutil 實用程式，並已設定環境變數
$BUCKET_NAME。執行「gsutil --help」以查閲指令說明。"
DOWNLOADING_HINT_TEXT,"Hint:
----

try running:

gsutil cp gs://... .

replacing ""..."" with the remote filename.","Dica:
----

tente executar:

gsutil cp gs://... .

substituindo ""..."" pelo nome de arquivo remoto.","Pista:
----

prueba a ejecutar:

gsutil cp gs://... .

sustituye ""..."" por el nombre de archivo remoto.","這隻狗最有可能是什麼品種？
玩具鬥牛犬
英國鬥牛犬
波士頓㹴犬
蘇格蘭㹴犬
騎士查理王小獵犬","힌트:
----

다음 명령어를 실행해 보세요.

gsutil cp gs://... .

'...'는 원격 파일 이름으로 바꾸세요.",//“Storage”类上有一种名为“createBucket”的方法,"提示：
----

試試執行：

gsutil cp gs://... .

以遠端檔案名稱取代「...」。"
DOWNLOADING_PYTHON_COMMENTS,"""""""The bucket has already been created and an additional file has
   been uploaded.  Download and view the .png file""""""

# Add code to download the .png file

# using the method blob.download_to_filename(destination_file_name)
# to download the appropriate file.","""""""O intervalo já foi criado, e um arquivo adicional foi enviado.  Faça o download e visualize o arquivo .png """"""

# Adicione o código para fazer o download do arquivo.png

# usando o método blob.download_to_filename(destination_file_name)
# para salvar o arquivo apropriado.","""""""El segmento ya se ha creado y se ha subido otro archivo.  Descarga y visualiza el archivo .png""""""

# Añade código para descargar el archivo .png

# utiliza el método blob.download_to_filename(destination_file_name)
# para descargar el archivo correspondiente.",波士頓㹴犬,"""""""버킷이 이미 생성되었고, 추가 파일이 업로드되었습니다.
   .png 파일을 다운로드하고 확인하세요.""""""

# 적절한 파일을 다운로드할 수 있는

# blob.download_to_filename(destination_file_name) 메서드를 사용해
# .png 파일을 다운로드하기 위한 코드를 추가하세요.",//（接受“bucketName”参数）。,"「已建立儲存區，並已上載一個額外檔案。  下載並查看 .png 檔案」

#新增程式碼以下載 .png 檔案

#使用方法 blob.download_to_filename(destination_file_name)
# 下載適當檔案。"
DOWNLOADING_NODE_COMMENTS,"// put your code here for downloading the .png image stored in
// bucketName.

// detecting the approprite filename, use the method:
// ""await storage"" to download the file.","// insira seu código aqui para fazer o download da imagem .png armazenada em
// bucketName.

// detectando o nome de arquivo apropriado, use o método:
// ""await storage"" para fazer o download do arquivo.","// inserta aquí tu código para descargar la imagen .png almacenada en
// bucketName.

// identifica el nombre de archivo correspondiente y utiliza el método
// ""await storage"" para descargar el archivo.",英國鬥牛犬,"// bucketName에 저장된 .png 이미지를 다운로드하려면 코드를
// 여기에 입력하세요.

// 적절한 파일 이름을 감지하고, 'await storage' 메서드를
// 사용해서 파일을 다운로드하세요.",// 创建存储分区“bucketName”。,"//將程式碼加進這裡，以下載儲存於
// bucketName 的 .png 圖片。

//偵測適當的檔案名稱，使用方法：
//「await storage」以下載檔案。"
DOWNLOADING_GO_COMMENT,"// Give the bucket a unique name.

// logic for writing file to disk.
//
// use the code below as a starting point.","// Forneça um nome exclusivo para o intervalo.

// lógica para salvar o arquivo no disco.
//
// uso o código abaixo como ponto de partida.","// Introduce un nombre único para el segmento.

// lógica para escribir el archivo en el disco.
//
// usa el código que aparece a continuación como punto de partida.",答案很接近了！還有一個更可能的狗品種,"// 버킷에 고유한 이름을 지정하세요.

// 디스크에 파일을 쓰기 위한 논리입니다.
//
// 아래의 코드를 시작 지점으로 사용하세요.",// 使用“client.Bucket”和,"//給予此儲存區一個獨特的名稱。

//將檔案寫入磁碟的邏輯。
//
//使用下列程式碼開始。"
DOWNLOADING_QUIZ_INCORRECT,incorrect answer,resposta incorreta,la respuesta no es correcta,"共有三個音訊檔案：「quote1.wav」、「quote2.wav」和「quote3.wav」。告訴我們這些台詞是出自於哪些 90 年代的經典電影，測試一下您對流行文化的瞭解程度如何。請使用 Speech to Text API 將音訊轉換為文字，然後回報電影片名。

*提示*輸入「gcloud ml speech」即可開始。",오답,"//“bucket.Create(ctx, projectID, &storage.BucketAttrs{})”方法创建",答案錯誤
UPLOADING_FAILURE,We could not find the file bar.txt in the bucket.,Não foi possível encontrar o arquivo bar.txt no intervalo.,No hemos podido encontrar el archivo bar.txt en el segmento.,"請嘗試執行以下指令：

    gcloud ml speech recognize quote1.wav --language-code=en

使用「quote2.wav」和「quote3.wav」執行相同的指令。

如果您不知道那是什麼電影的台詞，請使用 googler 指令碼執行那些台詞，這樣應該有助於縮小範圍：

    googler「這是一句電影台詞！」
",버킷에서 bar.txt 파일을 찾을 수 없습니다.,// 名为“bucketName”的存储分区。,無法在儲存區中找到檔案 bar.txt。
UPLOADING_HELP_TEXT,"Your Quest
-------------------------------

By modifying ""python/challenge.py"", ""node/challenge.js"", ""go/challenge.go"", or using gsutil directly, upload
the local file foo.txt to a file named bar.txt in the bucket you created in the
last challenge.

Hit the ""Check"" button when you are done.

Coding Your Solution
-------------------------------

If you run 'ls', you will see folders for each supported language; currently
python, node (JavaScript), and go.

Once you're ready to write some code, use vim, nano, or emacs to edit the
challenge file in one of these directories, then use the given interpreter
to execute it.

To debug your answer, use the command ""node"", ""python"", or ""go run"", to execute your program.

Using gsutil
-------------------------------

You will also find the gsutil utility installed, and the environment variable
$BUCKET_NAME set. Run ""gsutil --help"" for information about this command.","Sua Quest
-------------------------------

Faça upload do arquivo local ""foo.txt"" para um arquivo chamado ""bar.txt"" no intervalo que você criou no último desafio modificando ""python/challenge.py"", ""node/challenge.js"" ou ""go/challenge.go"" ou usando o gsutil diretamente.

Pressione o botão ""Check"" quando terminar.

Codificar sua solução
-------------------------------

Se você executar o comando 'ls', verá pastas para cada linguagem compatível, que no momento são as seguintes:
Python, Node (JavaScript) e Go.

Quando estiver pronto para escrever algum código, use o Vim, o Nano ou o Emacs a fim de editar o arquivo de desafio em um desses diretórios e depois use o interpretador específico para executá-lo.

Para depurar a resposta, use o comando ""node"", ""python"" ou ""go run"" a fim de executar seu programa.

Usar o gsutil
-------------------------------

Você também encontrará o utilitário do gsutil instalado e o conjunto $BUCKET_NAME da variável de ambiente. Execute o comando ""gsutil --help"" para ver mais informações sobre ele.","Tu Quest
-------------------------------

Modifica ""python/challenge.py"", ""node/challenge.js"" o ""go/challenge.go"", o bien utiliza gsutil directamente, para cargar el archivo local foo.txt en un archivo llamado bar.txt, ubicado en el segmento que creaste en el ejercicio anterior.

Pulsa el botón ""Check"" (Comprobar) cuando termines.

Programar la solución
-------------------------------

Si ejecutas ""ls"", verás las carpetas para cada lenguaje admitido: Python, Node (JavaScript) y Go.

Cuando tengas todo listo para empezar a escribir código, utiliza Vim, Nano o Emacs para editar el archivo del ejercicio en uno de estos directorios. Después, utiliza el intérprete correspondiente para ejecutarlo.

Para depurar tu respuesta y ejecutar el programa, usa los comandos ""node"", ""python"" o ""go run"".

Utilizar gsutil
-------------------------------

También encontrarás la herramienta gsutil instalada y la variable de entorno $BUCKET_NAME configurada. Ejecuta ""gsutil --help"" para obtener más información sobre este comando.","這些台詞出自哪部電影？
沉默的羔羊 (Silence of the Lambs)
侏羅紀公園 (Jurassic Park)
房間 (The Room)
黑色追緝令 (Pulp Fiction)
阿甘正傳 (Foreset Gump)","퀘스트
-------------------------------

'python/challenge.py', 'node/challenge.js', 'go/challenge.go'를 수정하거나 
gsutil을 직접 사용하여 이전 도전과제에서 만든 버킷에 있는 bar.txt라는 파일에 
로컬 파일 foo.txt를 업로드하세요.

완료되었으면 'Check' 버튼을 누르세요.

솔루션 코드 작성
-------------------------------

'ls'를 실행하면 지원되는 각 언어(현재까지 Python, Node(자바스크립트), Go)에
대한 폴더가 표시됩니다.

코드를 작성할 준비가 되었다면 vim, nano, emacs를 사용하여 
해당 디렉터리 중 하나에서 도전과제 파일을 수정하고, 제공된 인터프리터를
사용하여 실행하세요.

답변으로 입력한 코드를 디버그하려면 'node', 'python', 'go run' 명령어를 사용하여 프로그램을 실행하세요.

gsutil 사용
-------------------------------

또한 gsutil 유틸리티가 설치되고 환경 변수 $BUCKET_NAME이 설정된 것을 확인할 수 있습니다. 이 명령어에 대한 자세한 내용을 보려면 'gsutil --help'를 실행하세요.",如果您需要提示，可能应该尝试难度较低的级别 :),"任務
-------------------------------

修改「python/challenge.py」、「node/challenge.js」、「go/challenge.go」，或直接使用 gsutil，將本地檔案 foo.txt 上載至您在上一個挑戰建立的儲存區内一個名為 bar.txt 的檔案。

完成後按一下「勾選」按鈕。

編寫解決方案
-------------------------------

如您執行「ls」，您將看到各支援語言的資料夾；目前為
python、node (JavaScript) 和 go。

準備好編寫程式碼後，使用 vim、nano 或 emacs 編輯其中一個目錄中的挑戰檔案，再使用系統提供的解讀器執行。

要偵錯答案，請使用指令「node」、「python」，或「go run」以執行程式。

使用 gsutil
-------------------------------

您亦將看到系統已安裝 gsutil 實用程式，並已設定環境變數
$BUCKET_NAME。執行「gsutil --help」以查閲指令說明。"
UPLOADING_HINT_TEXT,"Hint
----

try running:

gsutil cp /root/foo.txt gs://.../bar.txt.

replacing ""..."" with the local filename.","Dica
----

tente executar:

gsutil cp /root/foo.txt gs://.../bar.txt.

substituindo ""..."" pelo nome de arquivo local.","Pista
----

prueba a ejecutar:

gsutil cp /root/foo.txt gs://.../bar.txt.

sustituye ""..."" por el nombre de archivo local.",侏羅紀公園 (Jurassic Park),"힌트
----

다음 명령어를 실행해 보세요.

gsutil cp /root/foo.txt gs://.../bar.txt.

'...'는 로컬 파일 이름으로 바꾸세요.",您的答案不正确，您真的看到图片了吗？,"提示
----

試試執行：

gsutil cp /root/foo.txt gs://.../bar.txt。

以本地檔案名稱取代「...」。"
UPLOADING_PYTHON_COMMENTS,"# the bucket was already created
# ""filename"" =  the source  file name
# ""desitnation_name"" = the name to give the uploaded object

# using the method ""blob"" on ""bucket"", which accepts the
# option ""remote_file_name"".
# and using the method ""upload_from_filename"" on ""blob"",
# which accepts the ""source_file_name"", upload ""/root/foo.txt"" to ""bar.txt"".","# o intervalo já foi criado
# ""filename"" = nome de arquivo de origem
# ""destination_name"" = nome do objeto carregado

# usando o método ""blob"" no ""bucket"", que aceita a
# opção ""remote_file_name"".
# e usando o método ""upload_from_filename"" no ""blob"",
# que aceita ""source_file_name"", faça upload de ""/root/foo.txt"" para o ""bar.txt"".","# el segmento ya estaba creado
# ""filename"" =  el nombre de archivo de origen
# ""destination_name"" = el nombre que le darás al objeto cargado

# con el método ""blob"" en ""bucket"", que acepta la
# opción ""remote_file_name"".
# y con el método ""upload_from_filename"" en ""blob"",
# que acepta el ""source_file_name"", carga ""/root/foo.txt"" en ""bar.txt"".","「video1.mp4」中的小狗想要跟您做朋友！但您必須能找到她。請使用「gcloud」，透過 Google 的 Video Intelligence API 傳送這隻乖寶寶的影片，然後回報她是在影片中的第幾秒出現的 (例如「7」)。

*提示* 輸入「gcloud ml video」即可開始。","# 버킷이 이미 생성됨
# 'filename' =  소스 파일 이름
# 'desitnation_name' = 업로드된 객체에 지정할 이름

# 'bucket'에서 'remote_file_name' 옵션을 
# 받는 'blob' 메서드를 사용하고
# 'blob'에서 'source_file_name'을 받는 'upload_from_filename'
# 메서드를 사용하여 '/root/foo.txt'를 'bar.txt'에 업로드하세요.","您的挑战任务
-------------------------------

通过修改“python/challenge.py”、“node/challenge.js”、“go/challenge.go”或者直接使用 gsutil，下载我们在 $BUCKET_NAME 中隐藏的图片。使用“print-png”查看图片，并在您准备好告诉我们图片内容时输入“answer”（答案）。

完成后点击“Check”（检查）按钮。

为您的解决方案编写代码
-------------------------------

如果您运行“ls”，则会看到每种受支持语言所对应的文件夹；目前支持 Python、Node (JavaScript) 和 Go。

在您准备好编写代码后，请使用 vim 修改其中一个目录中的挑战任务文件，然后使用给定的解析器执行该文件。

使用 gsutil
-------------------------------

您还将发现已安装的 gsutil 实用程序以及环境变量 $BUCKET_NAME 集。运行“gsutil --help”可查看有关此命令行工具的详细信息。
","#已建立儲存區
# 「filename」= 來源檔案名稱
# 「desitnation_name」= 要為已上載物件命名的名稱

#使用「儲存區」的方法「blob」，此方法接受
# 選項「remote_file_name」。
#並使用「blob」上的方法「upload_from_filename」，
#此方法接受「source_file_name」，將 「/root/foo.txt」上載至「bar.txt」。"
